iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
NGA,Africa,Nigeria,2021/5/13,165612,53,44.429,2066,0,0.143,783.403,0.251,0.21,9.773,0,0.001,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/5/14,165661,49,45.857,2066,0,0.143,783.635,0.232,0.217,9.773,0,0.001,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/5/15,165702,41,47.429,2066,0,0.143,783.829,0.194,0.224,9.773,0,0.001,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/5/16,165709,7,41.429,2066,0,0.143,783.862,0.033,0.196,9.773,0,0.001,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/5/17,165778,69,44.286,2067,1,0.286,784.188,0.326,0.209,9.778,0.005,0.001,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/5/18,165778,0,37.571,2067,0,0.286,784.188,0,0.178,9.778,0,0.001,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/5/19,165852,74,41.857,2067,0,0.143,784.539,0.35,0.198,9.778,0,0.001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/5/20,165901,49,41.286,2067,0,0.143,784.77,0.232,0.195,9.778,0,0.001,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/5/21,165944,43,40.429,2067,0,0.143,784.974,0.203,0.191,9.778,0,0.001,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/5/22,165979,35,39.571,2067,0,0.143,785.139,0.166,0.187,9.778,0,0.001,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/5/23,166019,40,44.286,2067,0,0.143,785.329,0.189,0.209,9.778,0,0.001,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/5/24,166061,42,40.429,2067,0,0,785.527,0.199,0.191,9.778,0,0,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/5/25,166098,37,45.714,2071,4,0.571,785.702,0.175,0.216,9.797,0.019,0.003,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/5/26,166146,48,42,2071,0,0.571,785.929,0.227,0.199,9.797,0,0.003,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/5/27,166191,45,41.429,2071,0,0.571,786.142,0.213,0.196,9.797,0,0.003,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/5/28,166254,63,44.286,2071,0,0.571,786.44,0.298,0.209,9.797,0,0.003,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/5/29,166285,31,43.714,2071,0,0.571,786.587,0.147,0.207,9.797,0,0.003,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/5/30,166315,30,42.286,2071,0,0.571,786.729,0.142,0.2,9.797,0,0.003,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/5/31,166518,203,65.286,2099,28,4.571,787.689,0.96,0.309,9.929,0.132,0.022,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/6/1,166534,16,62.286,2099,0,4,787.765,0.076,0.295,9.929,0,0.019,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/6/2,166560,26,59.143,2099,0,4,787.888,0.123,0.28,9.929,0,0.019,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/6/3,166682,122,70.143,2117,18,6.571,788.465,0.577,0.332,10.014,0.085,0.031,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/6/4,166730,48,68,2117,0,6.571,788.692,0.227,0.322,10.014,0,0.031,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/6/5,166756,26,67.286,2117,0,6.571,788.815,0.123,0.318,10.014,0,0.031,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/6/6,166767,11,64.571,2117,0,6.571,788.867,0.052,0.305,10.014,0,0.031,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/6/7,166816,49,42.571,2117,0,2.571,789.099,0.232,0.201,10.014,0,0.012,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/6/8,166918,102,54.857,2117,0,2.571,789.581,0.482,0.259,10.014,0,0.012,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/6/9,166982,64,60.286,2117,0,2.571,789.884,0.303,0.285,10.014,0,0.012,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/6/10,166982,0,42.857,2117,0,0,789.884,0,0.203,10.014,0,0,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/6/11,167051,69,45.857,2117,0,0,790.21,0.326,0.217,10.014,0,0,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/6/12,167059,8,43.286,2117,0,0,790.248,0.038,0.205,10.014,0,0,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/6/13,167066,7,42.714,2117,0,0,790.281,0.033,0.202,10.014,0,0,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/6/14,167078,12,37.429,2117,0,0,790.338,0.057,0.177,10.014,0,0,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/6/15,167095,17,25.286,2117,0,0,790.418,0.08,0.12,10.014,0,0,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/6/16,167103,8,17.286,2117,0,0,790.456,0.038,0.082,10.014,0,0,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/6/17,167142,39,22.857,2117,0,0,790.641,0.184,0.108,10.014,0,0,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/6/18,167155,13,14.857,2117,0,0,790.702,0.061,0.07,10.014,0,0,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/6/19,167206,51,21,2117,0,0,790.943,0.241,0.099,10.014,0,0,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/6/20,167206,0,20,2117,0,0,790.943,0,0.095,10.014,0,0,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/6/21,167292,86,30.571,2118,1,0.143,791.35,0.407,0.145,10.019,0.005,0.001,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/6/22,167331,39,33.714,2118,0,0.143,791.535,0.184,0.159,10.019,0,0.001,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/6/23,167375,44,38.857,2118,0,0.143,791.743,0.208,0.184,10.019,0,0.001,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/6/24,167401,26,37,2118,0,0.143,791.866,0.123,0.175,10.019,0,0.001,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/6/25,167430,29,39.286,2119,1,0.286,792.003,0.137,0.186,10.024,0.005,0.001,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/6/26,167465,35,37,2119,0,0.286,792.169,0.166,0.175,10.024,0,0.001,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/6/27,167467,2,37.286,2119,0,0.286,792.178,0.009,0.176,10.024,0,0.001,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/6/28,167532,65,34.286,2119,0,0.143,792.486,0.307,0.162,10.024,0,0.001,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/6/29,167543,11,30.286,2120,1,0.286,792.538,0.052,0.143,10.028,0.005,0.001,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/6/30,167618,75,34.714,2120,0,0.286,792.892,0.355,0.164,10.028,0,0.001,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/7/1,167692,74,41.571,2121,1,0.429,793.242,0.35,0.197,10.033,0.005,0.002,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/7/2,167732,40,43.143,2121,0,0.286,793.432,0.189,0.204,10.033,0,0.001,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/7/3,167803,71,48.286,2121,0,0.286,793.767,0.336,0.228,10.033,0,0.001,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/7/4,167859,56,56,2121,0,0.286,794.032,0.265,0.265,10.033,0,0.001,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/7/5,167909,50,53.857,2122,1,0.429,794.269,0.237,0.255,10.038,0.005,0.002,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/7/6,168000,91,65.286,2122,0,0.286,794.699,0.43,0.309,10.038,0,0.001,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/7/7,168110,110,70.286,2122,0,0.286,795.22,0.52,0.332,10.038,0,0.001,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/7/8,168256,146,80.571,2122,0,0.143,795.91,0.691,0.381,10.038,0,0.001,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/7/9,168442,186,101.429,2122,0,0.143,796.79,0.88,0.48,10.038,0,0.001,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/7/10,168540,98,105.286,2122,0,0.143,797.254,0.464,0.498,10.038,0,0.001,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/7/11,168552,12,99,2124,2,0.429,797.31,0.057,0.468,10.047,0.009,0.002,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/7/12,168713,161,114.857,2124,0,0.286,798.072,0.762,0.543,10.047,0,0.001,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/7/13,168867,154,123.857,2125,1,0.429,798.801,0.728,0.586,10.052,0.005,0.002,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/7/14,168915,48,115,2125,0,0.429,799.028,0.227,0.544,10.052,0,0.002,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/7/15,169074,159,116.857,2126,1,0.571,799.78,0.752,0.553,10.057,0.005,0.003,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/7/16,169206,132,109.143,2126,0,0.571,800.404,0.624,0.516,10.057,0,0.003,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/7/17,169329,123,112.714,2126,0,0.571,800.986,0.582,0.533,10.057,0,0.003,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/7/18,169532,203,140,2127,1,0.429,801.946,0.96,0.662,10.061,0.005,0.002,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/7/19,169678,146,137.857,2128,1,0.571,802.637,0.691,0.652,10.066,0.005,0.003,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/7/20,169884,206,145.286,2128,0,0.429,803.611,0.974,0.687,10.066,0,0.002,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/7/21,169884,0,138.429,2128,0,0.429,803.611,0,0.655,10.066,0,0.002,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/7/22,170306,422,176,2130,2,0.571,805.608,1.996,0.833,10.076,0.009,0.003,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/7/23,170306,0,157.143,2130,0,0.571,805.608,0,0.743,10.076,0,0.003,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/7/24,170895,589,223.714,2132,2,0.857,808.394,2.786,1.058,10.085,0.009,0.004,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/7/25,171111,216,225.571,2132,0,0.714,809.415,1.022,1.067,10.085,0,0.003,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/7/26,171324,213,235.143,2134,2,0.857,810.423,1.008,1.112,10.095,0.009,0.004,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/7/27,171728,404,263.429,2134,0,0.857,812.334,1.911,1.246,10.095,0,0.004,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/7/28,172263,535,339.857,2139,5,1.571,814.865,2.531,1.608,10.118,0.024,0.007,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/7/29,172821,558,359.286,2141,2,1.571,817.504,2.64,1.7,10.128,0.009,0.007,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/7/30,173411,590,443.571,2149,8,2.714,820.295,2.791,2.098,10.166,0.038,0.013,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/7/31,173908,497,430.429,2149,0,2.429,822.646,2.351,2.036,10.166,0,0.011,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/8/1,174315,407,457.714,2149,0,2.429,824.572,1.925,2.165,10.166,0,0.011,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/8/2,174759,444,490.714,2160,11,3.714,826.672,2.1,2.321,10.218,0.052,0.018,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/8/3,175264,505,505.143,2163,3,4.143,829.061,2.389,2.39,10.232,0.014,0.02,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/8/4,176011,747,535.429,2167,4,4,832.594,3.534,2.533,10.251,0.019,0.019,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/8/5,176577,566,536.571,2178,11,5.286,835.272,2.677,2.538,10.303,0.052,0.025,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/8/6,177142,565,533,2181,3,4.571,837.944,2.673,2.521,10.317,0.014,0.022,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/8/7,177615,473,529.571,2185,4,5.143,840.182,2.237,2.505,10.336,0.019,0.024,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/8/8,178086,471,538.714,2187,2,5.429,842.41,2.228,2.548,10.345,0.009,0.026,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/8/9,178508,422,535.571,2192,5,4.571,844.406,1.996,2.533,10.369,0.024,0.022,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/8/10,179118,610,550.571,2194,2,4.429,847.291,2.886,2.604,10.378,0.009,0.021,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/8/11,179908,790,556.714,2195,1,4,851.028,3.737,2.633,10.383,0.005,0.019,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/8/12,180661,753,583.429,2200,5,3.143,854.59,3.562,2.76,10.407,0.024,0.015,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/8/13,181297,636,593.571,2211,11,4.286,857.599,3.009,2.808,10.459,0.052,0.02,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/8/14,181962,665,621,2219,8,4.857,860.745,3.146,2.938,10.497,0.038,0.023,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/8/15,182503,541,631,2219,0,4.571,863.304,2.559,2.985,10.497,0,0.022,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/8/16,183087,584,654.143,2223,4,4.429,866.066,2.763,3.094,10.516,0.019,0.021,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/8/17,183444,357,618,2229,6,5,867.755,1.689,2.923,10.544,0.028,0.024,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/8/18,183444,0,505.143,2229,0,4.857,867.755,0,2.39,10.544,0,0.023,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/8/19,185267,1823,658,2244,15,6.286,876.378,8.623,3.113,10.615,0.071,0.03,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/8/20,185571,304,610.571,2247,3,5.143,877.816,1.438,2.888,10.629,0.014,0.024,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/8/21,185571,0,515.571,2247,0,4,877.816,0,2.439,10.629,0,0.019,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/8/22,187023,1452,645.714,2268,21,7,884.685,6.868,3.054,10.728,0.099,0.033,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/8/23,187588,565,643,2276,8,7.571,887.357,2.673,3.042,10.766,0.038,0.036,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/8/24,188243,655,685.571,2281,5,7.429,890.456,3.098,3.243,10.79,0.024,0.035,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/8/25,188880,637,776.571,2288,7,8.429,893.469,3.013,3.673,10.823,0.033,0.04,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/8/26,189715,835,635.429,2298,10,7.714,897.419,3.95,3.006,10.87,0.047,0.036,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/8/27,190333,618,680.286,2308,10,8.714,900.342,2.923,3.218,10.918,0.047,0.041,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/8/28,190983,650,773.143,2361,53,16.286,903.417,3.075,3.657,11.168,0.251,0.077,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/8/29,191345,362,617.429,2454,93,26.571,905.129,1.712,2.921,11.608,0.44,0.126,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/8/30,191805,460,602.429,2455,1,25.571,907.305,2.176,2.85,11.613,0.005,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Africa,Nigeria,2021/8/31,192431,626,598.286,2469,14,26.857,910.267,2.961,2.83,11.679,0.066,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
